,feature_name,marker_definition,parent_population,betas,p_1
4292,P2:1641,39+73-127+DR+PD1-RO-,CD4,-0.0,0.0736292
4293,P1:9941,27-57+95-127+244-,CD8,-0.0,0.958512
4294,P7 Mono:223,11c-16-32+64+123+141-274+DR-,Monocytes,-0.0,0.249962
4295,P1:20879,31-95-RA-,DPT,-0.0,0.509833
4296,P1:25030,27+28+57-95+127-RA+,DPT,0.0,0.315598
4297,P4:1960,314+158a+158b-R7+,16+56-,0.0,0.89034
4298,P1:21614,27-28+57+95-244+RA-,DPT,0.0,0.34004
4299,P3:6447,R4+R10+XR5+,CD8/Memory,0.0,0.160386
4300,P2:24565,25-38+39-73-127+PD1-RO+,DPT,-0.0,0.201201
4301,P1:24509,31-244-RA+,DPT,-0.0,0.315313
4302,P1:21523,27-28+31+95+127-244+RA-,DPT,0.0,0.863681
4303,P6:106,27+,CD10-/CD95+/IgA-IgG-/IgAGDM-,-0.0,0.203638
4304,P4:886,CD2-334-337+158a-158b+R7-,16+56-,0.0,0.977016
4305,P1:23472,27-28+57-95-127-244+,DPT,0.0,0.401857
4306,P5 gd:1108,8-R5-,Vg9+/Vd2Hi,-0.0,0.0535041
4307,P4:3667,CD2-314-334+337+158a-158b+,16+56,-0.0,0.43866
4308,P2:24763,39-73+DR+PD1-RO+,DPT,-0.0,0.928976
4309,P1:9628,27+31+57+95+127-244-,CD8,-0.0,0.00201392
4310,P7 Mono:602,11c+16+32+274-DR-,Monocytes,0.0,0.493884
4311,P3:7058,R4+R6+XR5-,CD8/Naive,-0.0,0.350245
4312,P3:857,PD1+R4+XR5-,CD4/Memory,0.0,0.0472732
4313,P3:7434,PD1+R4+R6+R10-XR3-,CD8/Naive,-0.0,0.161124
4314,P5 CD8:37,28+RA-R5-R7-,CD8,-0.0,0.0830659
4315,P2:22834,38+39+73-DR-,DPT,-0.0,0.0575338
4316,P3:7908,R6+R10-XR3+,CD8/Naive,-0.0,0.821403
4317,P2:7320,73+127+DR+PD1+RO+,CD4,0.0,0.136114
4318,P2:22269,25-38-39-127-PD1-,DPT,0.0,0.135564
4319,P1:21622,27+31+57+95-244+RA-,DPT,-0.0,0.580172
4320,P2:903,25+38-39+73-127-DR+PD1-RO-,CD8,0.0,0.61705
4321,P1:5098,28+57+95-127+244+,CD4,0.0,0.501277
4322,P2:83,25+38-39+73-127+DR-PD1-RO+,DPT,-0.0,0.21422
4323,P5 gd:1335,28-R5-R7+,Vg9+/Vd2Hi,0.0,0.4088
4324,P2:25281,38+39+73-127+RO+,DPT,-0.0,0.120233
4325,P3:8073,PD1+R6+R10+XR3+,CD8/Naive,0.0,0.89458
4326,P1:25379,27-28+95-127+RA+,DPT,0.0,0.0278573
4327,P7 Mono:4435,64-123+141+274+,Monocytes,-0.0,0.546686
4328,P1:24984,28+31+127-RA+,DPT,-0.0,0.911648
4329,P7 Mono:5157,11c-64+123+141+274-DR+,Monocytes,-0.0,0.00390591
4330,P1:22129,31+127-244-,DPT,-0.0,0.00210324
4331,P1:447,27-28-31+57-95+127-244+RA-,CD4,-0.0,0.228676
4332,P1:22128,27-31+127-244-,DPT,-0.0,0.0165769
4333,P1:2415,27+31+57+95+127+RA-,CD4,-0.0,0.0486906
4334,P2:23245,39-127-DR+,DPT,0.0,0.494813
4335,P1:26214,27-28+95+127+244+RA+,DPT,0.0,0.166593
4336,P2:21983,25+39-73+127+DR+PD1+RO-,DPT,0.0,0.425765
4337,P4:82,2-314+334+337-158a+158b+R7-,16+56,-0.007394586884242244,0.00752845
4338,P1:824,27+28+31+57+95-127+244+RA+,CD8,0.0,0.205882
4339,P1:25543,27+28+95+127+RA+,DPT,-0.0,0.0615961
4340,P1:12933,27+28+95+127+RA+,CD8,-0.0,0.00330637
4341,P2:8413,73-127+RO-,CD8,-0.0,0.057659
4342,P5 gd:1728,8+27+RA+R5+R7-,Vg9+/Vd2Low,-0.0,0.132215
4343,P2:20681,39+73+127-DR-RO-,DPT,0.0,0.377609
4344,P1:801,27+28-31+57-95+127+244+RA-,CD4,0.0,0.687511
4345,P3:6469,161+PD1+R6+R10+XR5+,CD8/Memory,0.0,0.760418
4346,P2:21757,25+39+127+PD1+RO-,DPT,-0.0,0.0996998
4347,P3:7883,161-PD1+R10-XR3+,CD8/Naive,-0.0,0.584546
4348,P2:21702,39+73+PD1+RO-,DPT,-0.0,0.300233
4349,P5 gd:1445,8+RA+R7+,Vg9+/Vd2Hi,0.0,0.921925
4350,P2:5015,25+73+127+PD1+,CD4,0.0,0.883173
4351,P7:97,274+,11c+ (nodim)/1c-/16-,-0.0,0.249886
4352,P7 Mono:933,11c+16-64-123-141-DR-,Monocytes,-0.0,0.678571
4353,P2:13524,25+38+39-DR+PD1+RO+,CD8,0.0,0.485081
4354,P1:26098,28+31+57+95-127+244+RA+,DPT,0.0,0.686528
4355,P1:7323,28+57+95+127+244+RA+,CD4,0.0,0.229172
4356,P1:4612,28+57+95-127-244+,CD4,-0.0,0.184381
4357,P3:701,161+R4+R10+XR3-XR5-,CD4/Memory,-0.0,0.909875
4358,P6:206,20-24+38-,B cells/CD10-/CD95+/IgA,0.0,0.224297
4359,P1:9331,27+28-57-95+127+244+RA-,CD8,-0.0,0.81471
4360,P7:89,32-,11c+ (nodim)/1c-/16-,-0.0,0.511668
4361,P1:26084,28+31-57+95-127+244+RA+,DPT,0.0,0.653
4362,P1:20242,28-57-244-RA-,DPT,-0.0,0.0837194
4363,P3:1161,R4-R6+R10+XR3+XR5-,CD4/Memory,0.0,0.947762
4364,P2:5189,25+38+39+73+DR+PD1+,CD4,0.0,0.197915
4365,P7 Mono:4658,64-123+141-274-DR+,Monocytes,-0.0,0.166309
4366,P5 CD8:17,27+28-RA-R5-R7-,CD8,-0.0,0.67688
4367,P2:24714,25-38-73-DR+PD1-RO+,DPT,0.0,0.347239
4368,P2:22546,38+39-73+127-DR+PD1-,DPT,-0.0,0.202645
4369,P1:23853,27-28-31+57+244+,DPT,0.0,0.282584
4370,P1:24472,27-31+57+95-244-RA+,DPT,0.0,0.756209
4371,P6:33,20-24+27+38-,B cells/CD10-/CD95+/IgG+,-0.0,0.240542
4372,P5 CD8:132,28+RA-,CD8,-0.0,0.125826
4373,P4:5633,CD2-314+334-337+158a+,56+16-,0.0,0.0566964
4374,P1:9156,27+31-57+95+244+RA-,CD8,0.0,0.663101
4375,P7:33,32-64+274+,14-/PDC,-0.0,0.402068
4376,P1:5518,27-28-95-244-RA+,CD4,-0.0,0.426415
4377,P1:3857,27+28+95-127-,CD4,-0.0,0.625236
4378,P2:24472,25-39+73+127-PD1-RO+,DPT,-0.0,0.129055
4379,P7 Mono:6418,11c+16-32-64-141+274+DR+,Monocytes,-0.0,0.0587955
4380,P7 Mono:4107,11c-16-64-274+,Monocytes,-0.0,0.364041
4381,P2:24930,38+39+73+127-DR-RO+,DPT,0.0,0.091542
4382,P1:781,27+28-31+57+95-127+244+RA+,CD4,-0.0,0.702056
4383,P1:12803,31+57+95-127+RA+,CD8,-0.0,0.303839
4384,P3:6663,PD1-R4+R10+XR3+XR5+,CD8/Memory,0.0,0.61967
4385,P6 earlyB:95,5+38+D-,IgA-IgG-,-0.0,0.0329938
4386,P3:110,161+PD1-R4-R6-R10-XR3-XR5+,CD4/Memory,-0.0,0.738823
4387,P1:8179,31+57-95+127-RA-,CD8,-0.0,0.286242
4388,P2:25529,25-39-127+DR+RO+,DPT,-0.0,0.26966
4389,P7 Mono:3998,11c+16+32-64+123+141-274+,Monocytes,-0.0,0.0139222
4390,P2:25403,25-73+127-DR+RO+,DPT,-0.0,0.170778
4391,P1:25851,27-28+31-57+95-244+RA+,DPT,0.0,0.315183
4392,P2:22675,38-39-127+DR+PD1-,DPT,-0.0,0.493991
4393,P2:11454,DR+PD1+,CD8,-0.0,0.371625
4394,P1:20647,27-28+95-127-RA-,DPT,-0.0,0.569826
4395,P2:25974,25-39+73-127+PD1+RO+,DPT,-0.0,0.259459
4396,P3:325,161-PD1+R4+R6+R10-XR3-XR5-,CD4/Naive,0.0,0.976002
4397,P1:12205,28-95+127+244-RA+,CD8,-0.0,0.228045
4398,P3:7539,R4+R6-R10+XR3-,CD8/Naive,-0.0,0.158156
4399,P3:8610,PD1+R4-R6-XR3+XR5+,CD8/Naive,0.0,0.786279
4400,P7 Mono:6312,11c-16+123+274+DR+,Monocytes,-0.0,0.9025
4401,P4:6088,CD2+314+334+158a+158b-R7+,56+16-,0.0,0.984647
4402,P5 gd:30,8-27-28+RA-R5+R7+,Vg9+/Vd2Hi,-0.0,0.748274
4403,P5 gd:881,28-R5-R7-,Vg9+/Vd2Hi,0.0,0.834358
4404,P1:9699,57+95-244-,CD8,-0.0,0.0945082
4405,P2:24529,25-38+39+PD1-RO+,DPT,-0.0,0.368119
4406,P2:8669,25+38+39+73-127+DR+RO-,CD8,0.0,0.838267
4407,P2:24703,25+39+73+127-DR+PD1-RO+,DPT,-0.0,0.797756
4408,P4:5653,CD2+314+334+337+158a+,56+16-,0.0,0.403061
4409,P1:743,27+28+31+57+95-127+244-RA+,CD4,-0.0,0.284557
4410,P2:3391,38-73+127-PD1-,CD4,0.0,0.973897
4411,P3:182,161+PD1-R4-R6-R10-XR3-XR5+,CD8/Naive,0.0,0.516614
4412,P2:22604,25+38-DR+PD1-,DPT,-0.0,0.0958873
4413,P2:21817,38-127-DR+PD1+RO-,DPT,0.0,0.0128991
4414,P5 gd:180,8+27+28-RA+R5+R7-,Vg9+/Vd2Low,0.0,0.385768
4415,P2:21265,25-73-127+DR+RO-,DPT,-0.0,0.143659
4416,P1:13002,95-127-244+RA+,CD8,-0.0,0.135378
4417,P1:936,27-28-31+57-95-127+244-RA-,CD4,-0.0,0.241671
4418,P2:3723,25-38-39+73+DR+PD1-,CD4,0.0,0.689173
4419,P2:5071,38+127-DR+PD1+,CD4,0.0,0.616834
4420,P4:6231,CD2-314+R7+,56+16-,0.0,0.457924
4421,P2:6660,39+73+127+DR+RO+,CD4,0.0,0.718043
4422,P2:9242,38+39+73+127-DR+PD1+RO-,CD8,-0.0,0.0673145
4423,P1:25789,27+31+57+95+127-244+RA+,DPT,-0.0,0.193216
4424,P3:3440,161+R10+XR3-,CD4/Naive,-0.0,0.941848
4425,P5 gd:93,8-27-28-RA+R5+R7+,CD3 T/VD1,0.0,0.918245
4426,P2:23698,38+39+73+127+DR-PD1+,DPT,-0.0,0.520792
4427,P3:7336,PD1-R4-R6+R10+XR3+XR5-,CD8/Naive,0.0,0.431589
4428,P1:24870,28-31+57-95-127-RA+,DPT,-0.0,0.951996
4429,P2:11907,25-PD1-RO+,CD8,-0.0,0.236922
4430,P3:8055,PD1+R4+R10+XR3+,CD8/Naive,0.0,0.209947
4431,P2:25389,38+39+127-DR+RO+,DPT,-0.0,0.155251
4432,P1:13576,28-57-95+127+244+RA+,CD8,0.0,0.876142
4433,P2:25545,38-39+127+DR+RO+,DPT,-0.0,0.210146
4434,P3:1515,R6-,CD4/Memory,-0.0,0.875913
4435,P4:490,158b-R7-,16+56-,0.0,0.345207
4436,P3:3844,XR3+,CD4/Naive,0.0,0.287716
4437,P2:12716,38+73+127+RO+,CD8,-0.0,0.554799
4438,P3:3836,161+R4-XR3+,CD4/Naive,0.0,0.206195
4439,P7 Mono:5747,11c-64-141+DR+,Monocytes,0.0,0.35803
4440,P1:21606,28+31-57+95-244+RA-,DPT,0.0,0.200795
4441,P1:24291,127-244-RA+,DPT,-0.0,0.888486
4442,P4:3632,314-158a-158b+,16+56,-0.0,0.222454
4443,P3:6229,PD1+R6+R10+XR3-XR5+,CD8/Memory,0.0,0.243835
4444,P1:4024,31+95+127-,CD4,-0.0,0.408904
4445,P3:6664,161+PD1-R4+R10+XR3+XR5+,CD8/Memory,0.0,0.414293
4446,P2:706,25+38+39-73-127-DR-PD1+RO+,CD4,0.0,0.244516
4447,P1:7151,95-127+244+RA+,CD4,0.0,0.219494
4448,P2:25978,38+39+73-127+PD1+RO+,DPT,-0.0,0.342192
4449,P4:978,CD2+314-334+337+158b+R7-,16+56-,0.0,0.410642
4450,P2:22676,25+38-39-127+DR+PD1-,DPT,-0.0,0.257933
4451,P2:25476,39-73+DR+RO+,DPT,0.0,0.825592
4452,P2:7297,127+DR+PD1+RO+,CD4,-0.0,0.405385
4453,P5 gd:1318,27-RA-R5-R7+,Vg9+/Vd2Hi,-0.0,0.197401
4454,P2:980,25+38-39-73+127-DR+PD1+RO+,CD4,0.0,0.0295207
4455,P2:20586,38-39-73+127+DR+PD1-RO-,DPT,-0.0,0.430848
4456,P1:21497,27+31+57-95+127-244+RA-,DPT,-0.0,0.796445
4457,P3:2924,161-PD1+R4-R6+XR5-,CD4/Naive,-0.0,0.897567
4458,P1:3456,27-31+244-,CD4,0.0,0.791019
4459,P5 gd:2092,8+28+R7+,Vg9+/Vd2Low,-0.0,0.656643
4460,P1:25552,27+28+31+95+127+RA+,DPT,-0.0,0.104581
4461,P1:8529,27-31+95-127+RA-,CD8,0.0,0.654708
4462,P7 Mono:6426,16-64-141+274+DR+,Monocytes,-0.0,0.00414487
4463,P2:25693,25-39+DR-PD1+RO+,DPT,-0.0,0.547763
4464,P7:169,64+,14-/11c+123+,-0.0,0.248839
4465,P4:91,2-314-334+337-158a+158b-R7-,56+16-,0.0,0.609887
4466,P3:6286,161+R4+R10-XR5+,CD8/Memory,0.0,0.0104207
4467,P2:875,25+38-39+73+127+DR-PD1+RO+,CD4,0.0,0.668054
4468,P1:22735,28+31-57-95-127-,DPT,-0.0,0.176448
4469,P1:10809,28+95+127+,CD8,-0.0,0.0491564
4470,P1:10082,27-28-31+95+127+244-,CD8,-0.0,0.922552
4471,P7:62,32+64+274-,mDC/1c-/16+,0.0,0.778018
4472,P2:24904,25+38+39+127-DR-RO+,DPT,-0.0,0.712542
4473,P1:11673,27+31-127-244-RA+,CD8,-0.0,0.393926
4474,P2:12563,38+39+73+127-RO+,CD8,-0.0,0.516376
4475,P2:50,25+38-39-73+127+DR-PD1-RO+,DPT,-0.0,0.793707
4476,P3:6891,R6+R10+XR3-XR5-,CD8/Naive,-0.0,0.51582
4477,P4:4459,CD2+314-334-158a+158b+R7+,16+56,-0.0,0.209975
4478,P4:4386,CD2+314-334-158b+R7+,16+56,-0.0,0.345499
4479,P2:10631,25-38-39-127-DR+,CD8,0.0,0.0959706
4480,P3:6478,161+PD1+R4+R6+R10+XR5+,CD8/Memory,-0.0,0.0849442
4481,P1:20890,27-28+95-RA-,DPT,0.0,0.486435
4482,P1:23164,31-95+,DPT,-0.0,0.8201
4483,P1:11507,27-57-95+127+244+,CD8,0.0,0.593215
4484,P1:7233,31+127+244+RA+,CD4,-0.0,0.84814
4485,P3:3965,161+PD1+R4+R6+R10+XR3+,CD4/Naive,0.0,0.162721
4486,P2:897,25+38+39+73+127-DR+PD1-RO+,CD4,0.0,0.632031
4487,P2:4525,38-73+127+DR+,CD4,0.0,0.756299
4488,P2:12854,38-39+DR+RO+,CD8,0.0,0.875151
4489,P2:22779,25-38+39+127-DR-,DPT,-0.0,0.411644
4490,P6:9,20+24+27-38-,CD10-/CD95+/IgA-IgG-/IgM+,0.0,0.802641
4491,P2:8659,38+73-127+DR+RO-,CD8,-0.0,0.346232
4492,P6 earlyB:67,24-27+D-,IgA-IgG-,-0.0,0.124879
4493,P2:23896,38+39-127+PD1+,DPT,0.0,0.701194
4494,P1:25662,27+28+57-127-244+RA+,DPT,0.0,0.147016
4495,P1:19969,28-95-127-244-RA-,DPT,-0.0,0.0633956
4496,P1:21323,28+57+95+127+RA-,DPT,-0.0,0.0982534
4497,P3:3647,161+R4-R6-R10+,CD4/Naive,0.0,0.15022
4498,P7 Mono:6339,11c-16+64+123+274+DR+,Monocytes,-0.0,0.445315
4499,P2:4291,38-39+73+127+,CD4,-0.0,0.409855
4500,P4:804,314-334+158a+R7-,16+56-,-0.0,0.139785
4501,P1:12456,27+28+31+95+127-RA+,CD8,-0.0,0.144751
4502,P7 Mono:4214,11c+16+32-123+274+,Monocytes,-0.0,0.0582198
4503,P1:5233,28+95+127+244+,CD4,-0.0,0.784652
4504,P2:763,25+38-39+73+127-DR+PD1-RO+,CD4,0.0,0.382584
4505,P4:5303,CD2-314-334-337+158b-,56+16-,0.0,0.40569
4506,P2:11554,25+39-73+127+DR+PD1+,CD8,-0.0,0.827968
4507,P1:20296,28-57+244-RA-,DPT,0.0,0.777727
4508,P4:5359,CD2+314-334-158a+158b-,56+16-,0.0,0.48495
4509,P2:21874,25-39+73-DR+PD1+RO-,DPT,0.0,0.547957
4510,P2:13270,25+38+39-73-PD1+RO+,CD8,0.0,0.855016
4511,P2:9630,38+39+73+127+DR-PD1-,CD8,-0.0,0.905639
4512,P2:26185,25-38-73-127+DR+PD1+RO+,DPT,-0.0,0.583678
4513,P3:5661,161+,CD8/Memory,0.0,0.868656
4514,P2:7001,25+38+PD1+RO+,CD4,0.0,0.756549
4515,P1:23534,27+31+57+95-127-244+,DPT,-0.0,0.967013
4516,P3:4347,161+PD1+R4-R6-R10+XR5+,CD4/Naive,-0.0,0.468469
4517,P2:8970,25+38+39-127-PD1+RO-,CD8,0.0,0.855425
4518,P1:20191,95-244-RA-,DPT,-0.0,0.449644
4519,P1:10747,27+28+31-57+127+,CD8,-0.0,0.82428
4520,P2:522,25-38-39+73-127-DR+PD1-RO+,CD8,0.0,0.719953
4521,P1:665,27-28+31-57+95+127-244+RA+,CD8,0.0,0.404874
4522,P5 gd:720,8+27+28-RA-R7+,CD3 T/VD1,0.0,0.866775
4523,P1:23669,27+31+95+127-244+,DPT,0.0,0.926644
4524,P2:25295,25-127+RO+,DPT,0.0,0.931699
4525,P2:23003,25+39-127-,DPT,-0.0,0.0439072
4526,P4:7,2+314+334+337-158a-158b-R7-,56+16-,-0.0,0.274044
4527,P5 gd:785,27-28+RA+R7+,CD3 T/VD1,-0.0,0.508752
4528,P1:5975,27-95-127-RA+,CD4,-0.0,0.970114
4529,P3:448,161+PD1+R4-R6+R10-XR3+XR5+,CD4/Memory,0.0,0.464314
4530,P3:3884,161+PD1+R4+R6+XR3+,CD4/Naive,0.0,0.61247
4531,P1:9297,27-28-31-57+127+244+RA-,CD8,0.0,0.352957
4532,P3:6142,PD1+R4+XR3-XR5+,CD8/Memory,-0.0,0.431017
4533,P2:22363,PD1-,DPT,-0.0,0.356751
4534,P2:23014,38+127-,DPT,-0.0,0.290663
4535,P2:9236,38+73+127-DR+PD1+RO-,CD8,-0.0,0.251494
4536,P1:8927,27-28+57+95+127-244+RA-,CD8,0.0,0.443804
4537,P7 Mono:4442,11c+16-32+64-123+141+274+,Monocytes,-0.0,0.009335
4538,P1:23090,27+28-,DPT,0.0,0.495758
4539,P2:20269,38-PD1-RO-,DPT,0.0,0.322969
4540,P2:11130,127-PD1+,CD8,-0.0,0.183529
4541,P7:245,64+,14-/mDC/XPres,-0.0,0.371814
4542,P7 Mono:6192,11c-32-64-274+DR+,Monocytes,-0.0,0.40553
4543,P2:8996,38+39-73+127-PD1+RO-,CD8,-0.0,0.59724
4544,P2:25249,25+38-39+73+RO+,DPT,-0.0,0.020499
4545,P2:25959,25-38+39-73-127+PD1+RO+,DPT,-0.0,0.755017
4546,P5 gd:968,8-27-28+R7-,Vg9+/Vd2Hi,0.0,0.760985
4547,P2:20891,38+127-RO-,DPT,-0.0,0.207577
4548,MFI:67,*CD32 APC,Lin-DR+/14-/11c+123+/CD32,-0.0,0.367312
4549,P2:9550,25+38+39+73+DR-PD1-,CD8,0.0,0.386543
4550,P2:23210,25+39+73+127+,DPT,-0.0,0.221479
4551,P4:6107,314+334+337+158a+158b-R7+,56+16-,0.0,0.416492
4552,P4:1746,CD2-334+158a+158b+,16+56-,-0.0,0.190373
4553,P5 gd:472,8+RA+R5-,CD3 T/VD1,-0.0,0.434932
4554,P1:22477,28-31+57+95+244-,DPT,-0.0,0.657354
4555,P1:5980,27+28+95-127-RA+,CD4,-0.0,0.118133
4556,P1:20199,27-31+95-244-RA-,DPT,0.0,0.388076
4557,P1:276,27-28+31+57+95+127+244-RA-,DPT,-0.0,0.0213826
4558,P2:25459,25+DR+RO+,DPT,-0.0,0.383848
4559,P7 Mono:991,11c-16+64+123-141-DR-,Monocytes,-0.0,0.686413
4560,P1:7218,28+31-127+244+RA+,CD4,0.0,0.633993
4561,P2:237,25-38+39-73+127+DR-PD1-RO+,CD8,-0.0,0.677403
4562,P3:5938,161-R4+R6+XR3+,CD8/Memory,0.0,0.338073
4563,P3:6230,161+PD1+R6+R10+XR3-XR5+,CD8/Memory,0.0,0.427421
4564,P5 gd:2094,27+28+R7+,Vg9+/Vd2Low,-0.0,0.575546
4565,P2:21218,38-39+DR+RO-,DPT,-0.0,0.767349
4566,P1:20468,27-28-57-127+244-RA-,DPT,-0.0,0.219243
4567,P2:490,25+38-39-73-127-DR-PD1+RO-,DPT,-0.0,0.665705
4568,P2:4453,38-39+73+DR+,CD4,0.0,0.978795
4569,P2:1952,38-39+73-127-RO-,CD4,-0.0,0.679534
4570,P2:13473,25+39-73+127-DR+PD1+RO+,CD8,0.0,0.188006
4571,P3:5997,161+PD1+R4+R10+XR3+,CD8/Memory,0.0,0.0664259
4572,P1:12243,27+28-31-57-95-127-RA+,CD8,0.0,0.700946
4573,P1:9828,28+31-95+244-,CD8,-0.0,0.0758603
4574,P4:945,CD2+158b+R7-,16+56-,-0.0,0.824898
4575,P4:3587,314-334+337+158a+,16+56,-0.0,0.598548
4576,P1:7967,27-28-31+95+127+244-RA-,CD8,0.0,0.280443
4577,P2:23644,38+39+73-127+DR-PD1+,DPT,-0.0,0.470873
4578,P7 Mono:4875,11c+16+32+64+274-DR+,Monocytes,-0.0,0.371398
4579,P1:3928,28+31-127-,CD4,-0.0,0.590396
4580,P1:21139,27-31+95-127+RA-,DPT,0.0,0.118496
4581,P1:6128,27-31-95+127-RA+,CD4,0.0,0.196781
4582,P3:8662,161+R4-R6+XR3+XR5+,CD8/Naive,0.0,0.0040462
4583,P3:6462,PD1-R6+R10+XR5+,CD8/Memory,-0.0,0.401748
4584,P2:8582,25+38-39+73-DR+RO-,CD8,-0.0,0.719139
4585,P3:927,161+R10+XR5-,CD4/Memory,0.0,0.376922
4586,P2:8074,38+39+73+127-DR-RO-,CD8,-0.0,0.0153449
4587,P2:4685,25+38+39-73+DR-PD1+,CD4,0.0,0.643191
4588,P4:5770,CD2+314+334-158b+,56+16-,-0.0,0.24713
4589,P3:845,XR5-,CD4/Memory,-0.0,0.64005
4590,P4:1777,314+334+337+158a+158b+,16+56-,-0.0,0.612094
4591,P5 gd:1381,28-RA-R7+,Vg9+/Vd2Hi,0.0,0.855612
4592,P2:891,25+38+39-73-127+DR+PD1+RO+,CD8,0.0,0.826345
4593,P2:250,25-38+39-73-127-DR+PD1-RO+,DPT,-0.0,0.142476
4594,P4:5365,CD2+314+334-158a+158b-,56+16-,0.0,0.0206513
4595,P3:8628,PD1+R4+R6-XR3+XR5+,CD8/Naive,-0.0,0.773336
4596,P1:22770,27-28+95-127-,DPT,0.0,0.984964
4597,P2:9810,38+73-127+PD1-,CD8,-0.0,0.0214396
4598,P1:9144,27+28-31+95+244+RA-,CD8,-0.0,0.790472
4599,P2:23037,25-73+127-,DPT,0.0,0.908812
4600,P2:8611,39+DR+RO-,CD8,-0.0,0.154006
4601,P1:8721,27-28+31+57+95+127+RA-,CD8,0.0,0.730424
4602,P2:13257,39+73+127-PD1+RO+,CD8,-0.0,0.633485
4603,P1:341,27-28-31-57+95-127-244+RA-,DPT,0.0,0.855453
4604,P3:5414,PD1-XR3-,CD8/Memory,-0.0,0.113317
4605,P2:7019,25+38+39-73+PD1+RO+,CD4,0.0,0.280543
4606,P4:6304,314+334-158a+R7+,56+16-,0.0,0.291669
4607,P4:2342,CD2+314+158b+R7+,16+56-,-0.0,0.665642
4608,P2:20553,25+38+73-127+DR+PD1-RO-,DPT,-0.0,0.755445
4609,P2:25243,25+73+RO+,DPT,-0.0,0.618213
4610,P5 gd:900,8+28+R5-R7-,Vg9+/Vd2Hi,-0.0,0.659915
4611,P3:948,161+PD1+R4-R6+R10+XR5-,CD4/Memory,-0.0,0.820023
4612,P2:1611,73+DR+PD1-RO-,CD4,-0.0,0.122778
4613,P7 Mono:3482,11c+32-123+,Monocytes,-0.0,0.0580594
4614,P2:11211,PD1+,CD8,-0.0,0.528125
4615,MFI:481,CD56 BV570,Lymphs/nonT/NK/56+16-/314,-0.0,0.645668
4616,P2:956,25+38+39-73+127+DR+PD1+RO+,CD8,0.0,0.534873
4617,P1:710,27-28+31-57-95+127-244+RA+,CD4,-0.0,0.905717
4618,P1:21776,27-28+57+95+244+RA-,DPT,-0.0,0.448602
4619,P1:11536,27+95+127+244+,CD8,-0.0,0.371401
4620,P4:942,CD2+314-158b+R7-,16+56-,-0.0,0.0521837
4621,P4:6227,CD2+314-R7+,56+16-,0.0,0.000336925
4622,P1:323,27+28+31-57-95-127+244+RA-,DPT,-0.0,0.9388
4623,P7 Mono:6341,11c+16+64+123+274+DR+,Monocytes,-0.0,0.00220513
4624,P3:5770,161-PD1+R6+R10+,CD8/Memory,-0.0,0.999193
4625,P2:6393,38+39+127+RO+,CD4,-0.0,0.168794
4626,P3:8381,161+R4-R6-XR5+,CD8/Naive,0.0,0.705006
4627,P5 gd:23,8-27-28+RA-R5-R7-,Vg9+/Vd2Low,-0.0,0.211715
4628,P2:942,25+38-39+73-127+DR+PD1+RO-,CD8,-0.0,0.134256
4629,P7 Mono:3555,11c-16+32+64-123-141+,Monocytes,0.0,0.61849
4630,P1:652,27-28-31+57-95+127+244-RA-,CD4,-0.0,0.274699
4631,P2:6309,39+RO+,CD4,0.0,0.938139
4632,P4:5734,CD2+314+334+337+158a-158b+,56+16-,-0.0,0.0690895
4633,P4:4182,314+334+R7+,16+56,0.0,0.599675
4634,P2:4297,38+39+73+127+,CD4,-0.0,0.400863
4635,P2:21301,25-39+127+DR+RO-,DPT,-0.0,0.292035
4636,P2:464,25-38-39+73-127-DR+PD1+RO+,CD8,0.0,0.96337
4637,P3:6576,161+R4-XR3+XR5+,CD8/Memory,0.0,0.799768
4638,P2:9702,38+73+127-PD1-,CD8,-0.0,0.57203
4639,P1:832,27-28+31+57-95-127+244-RA-,CD8,-0.0,0.934319
4640,P7 Mono:4350,11c-16-64-141+274+,Monocytes,-0.0,0.932575
4641,P2:25665,25+38-39+73-DR-PD1+RO+,DPT,0.0,0.136928
4642,P1:21521,31+95+127-244+RA-,DPT,0.0,0.349116
4643,P1:22207,28-31+95+127-244-,DPT,-0.0,0.40581
4644,P2:204,25-38+39-73-127-DR+PD1-RO-,DPT,-0.0,0.28306
4645,P4:3935,CD2+334-158b-R7+,16+56,0.0,0.650756
4646,P1:22468,28-57+95+244-,DPT,0.0,0.730239
4647,P1:23790,27-28-57-244+,DPT,-0.0,0.657122
4648,P4:728,CD2-314+334+R7-,16+56-,0.0,0.750758
4649,P1:13384,27+95+244+RA+,CD8,-0.0,0.0815142
4650,P7 Mono:69,11c-16+32+64+123-141-274+DR+,Monocytes,-0.0,0.0572046
4651,P2:595,25-38+39+73+127+DR+PD1+RO-,DPT,-0.0,0.83827
4652,P2:25843,38+39+127-PD1+RO+,DPT,-0.0,0.30149
4653,P5 gd:1435,28-RA+R7+,Vg9+/Vd2Hi,0.0,0.0660518
4654,P2:23026,38-39-73+127-,DPT,-0.0,0.218225
4655,P1:3896,27+28-31-57-127-,CD4,-0.0,0.549202
4656,P2:25158,38-73+127-RO+,DPT,-0.0,0.298155
4657,P2:23965,39+73-127-DR+PD1+,DPT,-0.0,0.021902
4658,P2:24504,25+38+39+73-PD1-RO+,DPT,-0.0,0.24628
4659,P7:159,274-,14-/11c+123+,0.0,0.259098
4660,P1:26029,31+57+95+244+RA+,DPT,-0.0,0.860965
