,feature_name,marker_definition,parent_population,en_betas,p_1
23252,P2:21543,25+39+73+127+DR-PD1+RO-,DPT,-0.0,0.587071
23253,P2:25766,25-39+127+DR-PD1+RO+,DPT,-0.0,0.811316
23254,P2:5724,25+38+39+73+127+PD1-RO+,CD4,0.0,0.937569
23255,P4:6196,314+334-337-R7+,56+16-,0.0,0.106901
23256,P1:4836,27-28+31+95-244+,CD4,-0.0,0.500183
23257,P2:13211,25-39-127-PD1+RO+,CD8,0.0,0.873119
23258,P2:13479,73+127-DR+PD1+RO+,CD8,0.0,0.824894
23259,P2:22948,39-73+127+DR-,DPT,0.0,0.222392
23260,P3:2754,161+PD1+R10+XR3-XR5-,CD4/Naive,-0.0,0.0400882
23261,P1:4695,27-28-31+57+127-244+,CD4,0.0,0.650918
23262,P7 Mono:1388,16+32-64+123+DR-,Monocytes,-0.0,0.059862
23263,P2:9436,25+38-39+127-DR-PD1-,CD8,-0.0,0.213946
23264,P1:21148,27-31-57+95-127+RA-,DPT,0.0,0.789295
23265,P1:12369,27+28-31+127-RA+,CD8,-0.0,0.0246295
23266,P7 Mono:4646,11c-16+32+64+141-274-DR+,Monocytes,0.0,0.756891
23267,P1:13389,28-31+95+244+RA+,CD8,-0.0,0.389519
23268,P1:6613,27+28-31-95+127+RA+,CD4,-0.0,0.9503
23269,P1:26154,28-31-57+127+244+RA+,DPT,0.0,0.0172654
23270,P3:2571,PD1+R4+R6+R10+XR3+XR5+,CD4/Memory,-0.0,0.06877
23271,P1:25284,28-31-95+RA+,DPT,0.0,0.0203198
23272,P1:3075,27+57+95+127+244+RA-,CD4,-0.0,0.508697
23273,P1:6581,27-28+31+57+127+RA+,CD4,0.0,0.466636
23274,P1:8552,27+28+57+95-127+RA-,CD8,0.0,0.689834
23275,P7 Mono:2501,11c+32+64-123+141-274-,Monocytes,0.0,0.670599
23276,P1:11817,27-31-95-244-RA+,CD8,0.0,0.486769
23277,P3:4935,161-R6-XR5-,CD8/Memory,0.0,0.96974
23278,P7 Mono:371,32+141-274-DR-,Monocytes,0.0,0.37855
23279,P2:6073,25+38-39-73+DR-RO+,CD4,0.0,0.323858
23280,P1:6205,27+28+31+57-95-RA+,CD4,0.0,0.452326
23281,P4:4222,CD2+314-337-158a+R7+,16+56,-0.0,0.0454369
23282,P2:25208,25-38+39-RO+,DPT,0.0,0.76969
23283,P4:5924,CD2+314+334-158a-158b-R7+,56+16-,0.0,0.0770661
23284,P2:8019,25-38+39+73-127-DR-RO-,CD8,-0.0,0.071266
23285,P1:9851,27-31-57+95+244-,CD8,-0.0,0.682436
23286,P2:7385,73+127-DR-PD1-RO-,CD8,-0.0,0.587185
23287,P1:21039,27+28-31-95+RA-,DPT,0.0,0.123734
23288,P2:24918,73+127-DR-RO+,DPT,0.0,0.813723
23289,P1:3913,28-31+57-127-,CD4,-0.0,0.144059
23290,P1:21797,57-95-127+244+RA-,DPT,0.0,0.192517
23291,P3:3967,161-R4-R6-R10-XR3-XR5+,CD4/Naive,0.0,0.32186
23292,P1:2881,27-57-95-127+244+RA-,CD4,0.0,0.179482
23293,P2:3485,25+39+73+PD1-,CD4,-0.0,0.917432
23294,P5 gd:1560,8-27-28+R5-R7-,Vg9+/Vd2Low,-0.0,0.0822515
23295,P4:3335,314-337+158a+158b-,16+56,0.0,0.81585
23296,P2:9992,25-38-DR+PD1-,CD8,0.0,0.193904
23297,P2:6783,25+38+39+DR-PD1+RO+,CD4,-0.0,0.129934
23298,P2:24800,38-39+73-127+DR+PD1-RO+,DPT,0.0,0.966411
23299,P2:23723,25+39+73-127-PD1+,DPT,-0.0,0.811943
23300,P1:21405,27-28+31-57-127-244+RA-,DPT,-0.0,0.933778
23301,P2:8836,25+38-39+DR-PD1+RO-,CD8,-0.0,0.719869
23302,P2:3956,25+38+39-73+DR-,CD4,0.0,0.465515
23303,P2:12668,39+73-127+RO+,CD8,-0.0,0.386336
23304,P5 gd:911,8+27-RA+R5-R7-,Vg9+/Vd2Hi,0.0,0.968985
23305,P2:2085,25+38+73+RO-,CD4,0.0,0.753786
23306,P4:4985,CD2-314-158a-158b+R7-,56+16-,-0.0,0.307806
23307,P5 CD8:190,27-28+R5-R7+,CD8,-0.0,0.143352
23308,P7 Mono:1707,11c+64+123-141-274+DR-,Monocytes,0.0,0.728096
23309,P1:3786,27-28-31-57+95+127+244-,CD4,0.0,0.223739
23310,P1:4984,28-95+244+,CD4,0.0,0.531697
23311,P2:22722,25-39+73+127+DR+PD1-,DPT,-0.0,0.334999
23312,P3:4781,PD1+R4-R6-R10+XR3-XR5-,CD8/Memory,-0.0,0.292535
23313,P1:21675,31+244+RA-,DPT,0.0,0.281087
23314,P3:3473,161+PD1-R4+R6+R10+XR3-,CD4/Naive,-0.0,0.941601
23315,P1:22071,27-28-31+57+95-127-244-,DPT,0.0,0.870649
23316,P2:9022,25-38+39-73-PD1+RO-,CD8,-0.0,0.0480613
23317,P1:10887,95-127-244+,CD8,-0.0,0.16431
23318,P7 Mono:5581,11c+16+32-64-123+DR+,Monocytes,-0.0,0.492781
23319,P2:11160,38+73+127-PD1+,CD8,-0.0,0.594339
23320,P2:5006,25+39-73+127+PD1+,CD4,0.0,0.774818
23321,P2:13068,25-38+39-DR-PD1+RO+,CD8,-0.0,0.403013
23322,P3:3757,PD1+R4-R10-XR3+,CD4/Naive,0.0,0.836059
23323,P7 Mono:4939,11c-16-64+123+274-DR+,Monocytes,-0.0,0.0158568
23324,P1:24657,27+31+57-95-127+244-RA+,DPT,0.0,0.272513
23325,P1:8496,27-28+57-95-127+RA-,CD8,0.0,0.44932
23326,P2:25110,38+73-127-RO+,DPT,-0.0,0.64729
23327,P1:833,27+28+31+57+95-127-244+RA-,CD8,-0.0,0.71864
23328,P1:3222,27-31-57+127-244-,CD4,0.0,0.244194
23329,P7 Mono:5998,11c-16-141-274+DR+,Monocytes,0.0,0.436736
23330,P2:8124,25-39+DR-RO-,CD8,-0.0,0.0907018
23331,P2:13450,38+39-127-DR+PD1+RO+,CD8,-0.0,0.988444
23332,P2:13088,25+38+39+DR-PD1+RO+,CD8,0.0,0.959556
23333,P4:2618,CD2-314-158a+158b-R7-,16+56,-0.0,0.161819
23334,P2:495,25-38+39+73+127-DR+PD1-RO-,DPT,0.0,0.897188
23335,P5 gd:1587,27+28+RA+R5-R7-,Vg9+/Vd2Low,-0.0,0.181202
23336,P3:8121,161-PD1-R4+R10-XR3-XR5+,CD8/Naive,0.0,0.418953
23337,P1:24084,27-28+31-57+127+244+,DPT,0.0,0.302198
23338,P1:7184,27-28-31-57-127+244+RA+,CD4,0.0,0.644708
23339,P7 Mono:3331,16+123-,Monocytes,0.0,0.132496
23340,P1:4881,27-28+57-244+,CD4,-0.0,0.768472
23341,P3:7206,R4+R6+R10-XR3+XR5-,CD8/Naive,-0.0,0.381255
23342,P1:9860,27-57+95+244-,CD8,-0.0,0.600128
23343,P3:2608,161+PD1+R10-XR3-XR5-,CD4/Naive,-0.0,0.702148
23344,P2:23962,38-39+73-127-DR+PD1+,DPT,-0.0,0.25969
23345,P2:22633,73+DR+PD1-,DPT,-0.0,0.156759
23346,P2:23481,25-38+39+73-127-DR-PD1+,DPT,-0.0,0.346106
23347,P1:6088,27+28+57+127-RA+,CD4,-0.0,0.347452
23348,P2:6009,38-39+73+127-DR-RO+,CD4,0.0,0.484622
23349,P4:250,2+314-334+337+158a+158b-R7-,56+16-,0.0,
23350,P2:24239,25+38-73+127-DR-PD1-RO+,DPT,-0.0,0.206752
23351,P2:4356,25-39-73+127-DR+,CD4,-0.0,0.385478
23352,P3:6033,161-R6-R10-XR3-XR5+,CD8/Memory,-0.0,0.743137
23353,P2:20661,25+38-39-73+127-DR-RO-,DPT,-0.0,0.110402
23354,P1:9084,27+57+244+RA-,CD8,-0.0,0.499678
23355,P2:1189,38+39+73-127+DR-PD1-RO-,CD4,-0.0,0.260716
23356,P7 Mono:999,11c+32+64+123-141-DR-,Monocytes,0.0,0.398208
23357,P1:8061,27-57+95-127-RA-,CD8,-0.0,0.74714
23358,P5 gd:1046,8+28+R5+R7-,Vg9+/Vd2Hi,-0.0,0.996955
23359,P3:6104,161+R6-XR3-XR5+,CD8/Memory,0.0,0.0316998
23360,P1:6294,28+31-RA+,CD4,-0.0,0.378753
23361,P1:10702,27+28+57-127+,CD8,0.0,0.640962
23362,P1:8905,28+95+127-244+RA-,CD8,-0.0,0.666787
23363,P1:11092,27+28-31-57-95-244+,CD8,-0.0,0.686735
23364,P1:676,27-28+31+57-95-127-244-RA-,CD4,0.0,0.781334
23365,P2:9882,38+39-73-127-DR+PD1-,CD8,0.0,0.754686
23366,P4:3175,CD2-337+158a-158b-,16+56,-0.0,0.173897
23367,P1:7702,27+28+31+57+244-RA-,CD8,-0.0,0.0209235
23368,P1:6175,27+31+57+95+127-RA+,CD4,-0.0,0.296513
23369,P1:23389,57-95+127+,DPT,-0.0,0.134243
23370,P1:2404,27-57+95+127+RA-,CD4,0.0,0.384931
23371,P1:23417,27+95+127+,DPT,-0.0,0.0321098
23372,P2:2013,25+38+39+73+127-RO-,CD4,-0.0,0.471115
23373,P1:4412,27+31-127+,CD4,-0.0,0.418272
23374,P2:3606,25-38-127-DR+PD1-,CD4,0.0,0.118251
23375,P3:3153,161+PD1+R4-R6+XR3+XR5-,CD4/Naive,-0.0,0.156643
23376,P1:8379,27-28+31-57+RA-,CD8,0.0,0.932376
23377,P2:2087,38-39+73+RO-,CD4,-0.0,0.293535
23378,P4:2613,334-158a+158b-R7-,16+56,0.0,0.495542
23379,P2:12364,25-38+DR-RO+,CD8,-0.0,0.0338069
23380,P3:6223,PD1-R6+R10+XR3-XR5+,CD8/Memory,-0.0,0.188845
23381,P1:20017,27-57-127-244-RA-,DPT,-0.0,0.052043
23382,P1:21993,27+28+57+95+127+244+RA-,DPT,-0.0,0.0895864
23383,P7 Mono:3083,11c+16-123-141-,Monocytes,-0.0,0.793275
23384,P1:13471,27-31-57+95-127+244+RA+,CD8,0.0,0.637245
23385,P1:4567,28+31+57-95-127-244+,CD4,-0.0,0.494218
23386,P7 Mono:5412,16-32-64-123-DR+,Monocytes,-0.0,0.0222552
23387,P4:4034,314+334-337+158a+158b-R7+,16+56,0.0,
23388,P1:6776,28-31+127-244+RA+,CD4,-0.0,0.678865
23389,P2:5965,25+38-39-127-DR-RO+,CD4,0.0,0.452785
23390,P3:3859,PD1-R4-R6+XR3+,CD4/Naive,0.0,0.976655
23391,P1:7629,28+31-57-244-RA-,CD8,-0.0,0.183827
23392,P7 Mono:5049,11c-16-32-141+274-DR+,Monocytes,-0.0,0.0689813
23393,P1:12566,28-31-57-RA+,CD8,0.0,0.873045
23394,P5 CD8:22,27-28-RA+R5+R7+,CD8,-0.0,0.818425
23395,P2:5266,39+73+127+DR+PD1+,CD4,-0.0,0.836519
23396,P4:5141,314-334+158a+158b+R7-,56+16-,0.0,0.850091
23397,P2:11968,38-39+73-127+PD1-RO+,CD8,-0.0,0.475886
23398,P2:10089,38+39+127+DR+PD1-,CD8,-0.0,0.643642
23399,P2:23987,25+38+127-DR+PD1+,DPT,0.0,0.21383
23400,P2:6485,25-38-73+127-DR+RO+,CD4,0.0,0.0846768
23401,P7 Mono:1609,11c-123+141+DR-,Monocytes,-0.0,0.398248
23402,P2:1387,38+73+PD1-RO-,CD4,0.0,0.267682
23403,P2:19950,25+73-127-DR-PD1-RO-,DPT,-0.0,0.0248723
23404,P1:4607,27+28-57+95-127-244+,CD4,0.0,0.644336
23405,P2:1575,39-DR+PD1-RO-,CD4,-0.0,0.488148
23406,P2:20641,25-38-127-DR-RO-,DPT,0.0,0.0944589
23407,P3:4597,161-R10+XR3+XR5+,CD4/Naive,0.0,0.263848
23408,P1:13539,27+31+127+244+RA+,CD8,-0.0,0.114245
23409,P1:21262,27-28-57-95+127+RA-,DPT,0.0,0.921127
23410,P2:4032,25-39-73+127+DR-,CD4,0.0,0.21551
23411,P1:599,27-28+31+57+95+127-244+RA-,CD8,0.0,0.659907
23412,P1:5817,27-28-31-127+244-RA+,CD4,0.0,0.411414
23413,P1:12461,31-57+95+127-RA+,CD8,0.0,0.464384
23414,P5 gd:1793,8+28-RA+R5-,Vg9+/Vd2Low,0.0,0.731504
23415,P1:25776,28+31-57+95+127-244+RA+,DPT,-0.0,0.742573
23416,P1:11362,27+28-31-95-127+244+,CD8,-0.0,0.465262
23417,P1:20039,28+31-127-244-RA-,DPT,-0.0,0.0169259
23418,P2:23221,38+39-73-127-DR+,DPT,-0.0,0.239556
23419,P5 gd:25,8-27-28-RA-R5+R7-,Vg9+/Vd2Hi,-0.0,0.904738
23420,P2:8529,25-39+127-DR+RO-,CD8,-0.0,0.249527
23421,P2:5880,73-127+DR+PD1-RO+,CD4,-0.0,0.403915
23422,P7:44,32+64+274+,14-/11c+ (nodim)/1c+,-0.0,0.0387389
23423,P3:554,R4+R10-XR3-XR5-,CD4/Memory,0.0,0.375657
23424,P1:6194,27-28+57-95-RA+,CD4,0.0,0.131795
23425,P1:1600,27+28-31-57+127+244-RA-,CD4,-0.0,0.0476401
23426,P7 Mono:1540,11c-16+32+141+DR-,Monocytes,0.0,0.744753
23427,P3:4726,161-R4-XR3-XR5-,CD8/Memory,-0.0,0.431679
23428,P1:9177,27+28+31+57+95+244+RA-,CD8,-0.0,0.355729
23429,P1:21373,27+28-31+95-127-244+RA-,DPT,0.0,0.944434
23430,P4:2782,314-334+R7-,16+56,-0.0,0.170081
23431,P7 Mono:6340,16+64+123+274+DR+,Monocytes,-0.0,0.00168484
23432,,,,0.0,
23433,P1:7961,27-95+127+244-RA-,CD8,-0.0,0.478073
23434,P2:718,25+38+39-73-127-DR-PD1-RO-,CD8,-0.0,0.421344
23435,P7 Mono:1716,11c-16-32-64-141-274+DR-,Monocytes,-0.0,0.460697
23436,P2:25568,25-38+73+127+DR+RO+,DPT,-0.0,0.262714
23437,P3:2728,161+R6-R10+XR3-XR5-,CD4/Naive,0.0,0.849973
23438,P5 gd:2091,28+R7+,Vg9+/Vd2Low,-0.0,0.0869557
23439,P2:24905,25-38-39-73+127-DR-RO+,DPT,-0.0,0.984389
23440,P2:461,25-38+39-73+127-DR-PD1-RO+,CD8,-0.0,0.282487
23441,P1:4537,31+57+95+127+,CD4,0.0,0.248864
23442,P1:20344,31-95+244-RA-,DPT,-0.0,0.149894
23443,P2:25891,38-39+73-PD1+RO+,DPT,-0.0,0.56132
23444,P2:2403,25+38-73+127+DR+RO-,CD4,-0.0,0.195015
23445,P2:12064,25-38+127-DR+PD1-RO+,CD8,-0.0,0.18118
23446,P2:12201,25-38+39-127+DR+PD1-RO+,CD8,-0.0,0.134939
23447,P2:6648,38-73+127+DR+RO+,CD4,0.0,0.606182
23448,P4:3892,CD2-337+158a-158b-R7+,16+56,-0.0,0.856954
23449,P2:10434,38-39+73+127-,CD8,-0.0,0.190888
23450,P1:25634,27-57+95-127-244+RA+,DPT,0.0,0.39261
23451,P1:20497,27+28-127+244-RA-,DPT,-0.0,0.860593
23452,P2:2640,38-73-127-PD1+RO-,CD4,-0.0,0.482258
23453,P5 gd:989,8-RA+R7-,Vg9+/Vd2Hi,0.0,0.936952
23454,P2:11560,25+38-73+127+DR+PD1+,CD8,-0.0,0.405576
23455,P2:5185,39+73+DR+PD1+,CD4,-0.0,0.871419
23456,P2:5591,38-39-PD1-RO+,CD4,0.0,0.893228
23457,P1:3608,27+28-95-127+244-,CD4,-0.0,0.49675
23458,P3:2906,161-PD1+XR5-,CD4/Naive,0.0,0.692429
23459,P2:9276,25-38+39-DR+PD1+RO-,CD8,-0.0,0.0954617
23460,P4:3916,337-158b-R7+,16+56,-0.0,0.18793
23461,P2:5036,25+38+39-73-127-DR+PD1+,CD4,0.0,0.310363
23462,P2:2101,25-38+39-73-127+RO-,CD4,0.0,0.491172
23463,P7 Mono:1776,11c-16+32-64+141-274+DR-,Monocytes,-0.0,0.404559
23464,P4:5879,CD2-314-337+158a+158b+,56+16-,0.0,
23465,P1:20558,28+31+57-95+127+244-RA-,DPT,-0.0,0.101994
23466,P1:4203,27-57+,CD4,0.0,0.0540686
23467,P2:10428,73+127-,CD8,-0.0,0.728864
23468,P4:293,2+314-334+337+158a+158b+R7+,16+56,0.0,
23469,MFI:166,CD27 FITC,Lymphs/B cells/CD10-/CD95+/IgA-IgG-/IgM+/27+,-0.0,0.212989
23470,P3:8543,161-PD1-R6-R10-XR3+XR5+,CD8/Naive,0.0,0.627141
23471,P2:19981,39+127-DR-PD1-RO-,DPT,0.0,0.392293
23472,P3:6241,161+R4-R6-R10-XR5+,CD8/Memory,0.0,0.691524
23473,P7 Mono:1459,11c-16+32+123-141+DR-,Monocytes,0.0,0.650028
23474,P1:5138,27+28-31-127+244+,CD4,0.0,0.623807
23475,P3:5184,PD1+R4-XR3+XR5-,CD8/Memory,0.0,0.0373098
23476,P1:10744,27+31-57+127+,CD8,0.0,0.977788
23477,P2:21145,25-38-39-73+127-DR+RO-,DPT,0.0,0.0509129
23478,P2:12313,25-38-39+73+127-DR-RO+,CD8,-0.0,0.254699
23479,P1:6597,57-95+127+RA+,CD4,-0.0,0.302042
23480,P2:20993,38-73+RO-,DPT,0.0,0.285316
23481,P4:4557,CD2-337+158a-158b-R7-,56+16-,-0.0,0.39167
23482,P3:4286,PD1-R4-XR5+,CD4/Naive,0.0,0.300433
23483,P4:4239,314-334-158a+R7+,16+56,-0.0,0.857953
23484,P5 gd:1012,8-RA-R5+R7-,Vg9+/Vd2Hi,0.0,0.430325
23485,P2:10389,38-39-127-,CD8,-0.0,0.906089
23486,P7 Mono:5178,16-64-123-141-DR+,Monocytes,-0.0,0.0550008
23487,P1:9095,28+31+57+244+RA-,CD8,-0.0,0.533345
23488,P1:11192,27-31+57-244+,CD8,-0.0,0.311834
23489,P3:3476,161+R4+R6+R10+XR3-,CD4/Naive,-0.0,0.367689
23490,P2:11171,25-38-39-73-PD1+,CD8,-0.0,0.562712
23491,P6 earlyB:17,24-27+5+38-D-,IgA-IgG-,-0.0,0.0933951
23492,P1:1712,31+57-95-127-RA-,CD4,0.0,0.817078
23493,P1:9403,27+57-95-127-244-,CD8,0.0,0.787862
23494,P1:20236,31-57-244-RA-,DPT,-0.0,0.136146
23495,P2:6871,38-39+73+127+DR-PD1+RO+,CD4,0.0,0.481708
23496,P1:11294,27-28+95+244+,CD8,-0.0,0.897853
23497,P7 Mono:6504,11c+16-64-123+141+274+DR+,Monocytes,-0.0,0.0503382
23498,P1:11402,27-28+57+95-127+244+,CD8,0.0,0.858292
23499,P1:12823,27-28+57-127+RA+,CD8,-0.0,0.928583
23500,P7 Mono:1622,16+32+123+141+DR-,Monocytes,-0.0,0.148455
23501,P3:4649,PD1+R4+R6-R10-XR3-XR5-,CD8/Memory,0.0,0.724819
23502,P4:3969,CD2-337+158b-R7+,16+56,-0.0,0.701811
23503,P1:3238,28-31+57+127-244-,CD4,0.0,0.537573
23504,P3:2326,PD1-R4+R10+XR5+,CD4/Memory,0.0,0.693173
23505,P1:4050,27-31+57+95+127-,CD4,0.0,0.615944
23506,P5 gd:46,8-27-28-RA-R5-R7-,CD3 T/VD1,0.0,0.306126
23507,P1:8803,27+57-127-244+RA-,CD8,-0.0,0.631901
23508,P1:8869,27+28+31+57+127-244+RA-,CD8,-0.0,0.531836
23509,P2:13539,25+39+DR+PD1+RO+,CD8,-0.0,0.070515
23510,P3:5549,PD1-R6-R10-,CD8/Memory,-0.0,0.924435
23511,P3:4446,PD1+R4-R10-XR3+XR5+,CD4/Naive,0.0,0.217186
23512,P2:25753,25+38+39-127+DR-PD1+RO+,DPT,-0.0,0.46733
23513,P2:9330,38-73-127+DR+PD1+RO-,CD8,-0.0,0.403538
23514,P2:20710,25-38+39+73-DR-RO-,DPT,-0.0,0.6997
23515,P6:54,20-24-27-38-,B cells/CD10-/CD95+/IgA,-0.0,0.644992
23516,P1:8908,28-31+95+127-244+RA-,CD8,-0.0,0.657024
23517,P1:10835,27-28+57+95+127+,CD8,0.0,0.799345
23518,P3:5762,PD1+R4-R6+R10+,CD8/Memory,-0.0,0.434221
23519,P4:3311,158a+158b-,16+56,-0.0,0.969271
23520,P4:5237,CD2-314+337+158a-158b-,56+16-,-0.0,0.398152
23521,P5 gd:1193,27+,Vg9+/Vd2Hi,-0.0,0.642551
23522,P1:21687,28+31-57+244+RA-,DPT,-0.0,0.703966
23523,P1:19991,27-28-57+95-127-244-RA-,DPT,0.0,0.341558
23524,P2:1270,38+39-127-PD1-RO-,CD4,-0.0,0.561441
23525,P3:8706,161-R4-R10+XR3+XR5+,CD8/Naive,-0.0,0.391392
23526,P5 gd:1441,27-RA+R7+,Vg9+/Vd2Hi,-0.0,0.480672
23527,P1:22749,27-31+57-95-127-,DPT,-0.0,0.780696
23528,P1:20462,27-31-57-127+244-RA-,DPT,-0.0,0.860574
23529,P7 Mono:6491,11c-32+64+141+274+DR+,Monocytes,-0.0,0.259756
23530,P3:4982,161+R4-R6+XR5-,CD8/Memory,-0.0,0.955742
23531,P1:25773,27-31-57+95+127-244+RA+,DPT,0.0,0.0180073
23532,P2:20434,25-39+127-DR+PD1-RO-,DPT,-0.0,0.353785
23533,P4:5266,CD2+314+337-158b-,56+16-,0.0,0.379064
23534,P2:7302,25-38-39+127+DR+PD1+RO+,CD4,0.0,0.126358
23535,P7 Mono:3075,11c-32-123-141-,Monocytes,-0.0,0.536052
23536,P2:12081,25-38-73+127-DR+PD1-RO+,CD8,0.0,0.522349
23537,P1:24112,28+31-57-95+127+244+,DPT,0.0,0.627382
23538,MFI:86,CD11c Cy5 PE,Lin-DR+/14-/mDC/1c-/16+/CD274,0.0,0.191445
23539,P2:11675,38+39-DR-PD1-RO+,CD8,-0.0,0.0188925
23540,P4:2874,CD2-334-337+158a+R7-,16+56,-0.0,0.756557
23541,P4:4796,314-334-337-R7-,56+16-,0.0,0.158929
23542,P5 gd:1151,27-28-RA-,Vg9+/Vd2Hi,0.0,0.600882
23543,P2:2730,38-39+73-PD1+RO-,CD4,-0.0,0.217578
23544,P2:23341,38-39+DR+,DPT,-0.0,0.0941588
23545,P1:3366,27-95-244-,CD4,0.0,0.186328
23546,P1:24739,28+31-127+244-RA+,DPT,-0.0,0.174468
23547,P4:2632,CD2+334+158a+158b-R7-,16+56,0.0,0.931291
23548,P5 gd:1784,8+28+R5-,Vg9+/Vd2Low,-0.0,0.119732
23549,P3:794,PD1+R6+R10-XR5-,CD4/Memory,0.0,0.414009
23550,P1:20360,27+28-31+95+244-RA-,DPT,0.0,0.605625
23551,P1:24233,27-31-57+95-127-244-RA+,DPT,0.0,0.903076
23552,P1:1526,27-31-57+95-127+244-RA-,CD4,0.0,0.0443244
23553,P3:2300,161+PD1-R4+R6-R10+XR5+,CD4/Memory,0.0,0.579782
23554,P2:2222,38-39+127-DR+RO-,CD4,-0.0,0.5811
23555,P3:3264,161-PD1-R4-R10-XR3-,CD4/Naive,-0.0,0.159862
23556,P5 gd:1043,8+27-28+R5+R7-,Vg9+/Vd2Hi,0.0,0.950817
23557,P3:2535,161-PD1-R10+XR3+XR5+,CD4/Memory,0.0,0.688
23558,P3:6620,R4+R6+XR3+XR5+,CD8/Memory,0.0,0.176805
23559,P2:10868,25-39+73-127-DR-PD1+,CD8,-0.0,0.0922918
23560,P1:20651,28-31+95-127-RA-,DPT,0.0,0.696735
23561,P3:5443,161-R6+XR3-,CD8/Memory,-0.0,0.964524
23562,P2:615,25-38+39-73-127+DR+PD1+RO-,CD8,-0.0,0.33261
23563,P1:11701,27-28+31-57+127-244-RA+,CD8,0.0,0.597783
23564,MFI:218,CD38 CF594 pe,Lymphs/B cells/CD10-/CD95+/IgG+/38+,-0.0,0.665656
23565,P3:4198,161-R4+R6-R10-XR5+,CD4/Naive,0.0,0.568188
23566,P1:3304,31-57+95+127-244-,CD4,0.0,0.227255
23567,P7 Mono:2500,32+64-123+141-274-,Monocytes,0.0,0.71768
23568,P2:653,25-38-39+73-127+DR+PD1+RO+,CD8,-0.0,0.427171
23569,P6:24,20-24+27-38+,B cells/CD10-/CD95+/IgA,0.0,0.87914
23570,P3:3843,161-XR3+,CD4/Naive,0.0,0.464971
23571,P1:23326,31-127+,DPT,-0.0,0.689168
23572,P7 Mono:4665,32+64-123+141-274-DR+,Monocytes,-0.0,0.640573
23573,P1:8084,27+28+31-57-127-RA-,CD8,-0.0,0.21195
23574,P1:8535,27-28-31-57+95-127+RA-,CD8,-0.0,0.571001
23575,P1:1304,27+57+95-244-RA-,CD4,0.0,0.608309
23576,P2:22707,25-38+39-73+127+DR+PD1-,DPT,-0.0,0.640384
23577,P7 Mono:3261,11c-16-32-64+123+141-,Monocytes,-0.0,0.148791
23578,P2:11733,25-38+73-127+DR-PD1-RO+,CD8,-0.0,0.00136987
23579,P1:22019,27+28-31+57-95-127-244-,DPT,-0.0,0.423106
23580,P3:1477,161+PD1-R4-R6+R10-,CD4/Memory,-0.0,0.773432
23581,P3:8061,R4-R6+R10+XR3+,CD8/Naive,-0.0,0.388216
23582,P2:10411,25+39+127-,CD8,-0.0,0.152016
23583,P2:315,25-38-39+73+127-DR-PD1-RO+,CD4,0.0,0.396586
23584,P3:7724,161-PD1-R4+,CD8/Naive,0.0,0.293041
23585,P1:23178,27-28-31+95+,DPT,0.0,0.465967
23586,P1:2536,28+31+127-244+RA-,CD4,-0.0,0.687553
23587,MFI:32,HLA-DR Ax680,Lin-DR+/14-/11c+ (nodim)/1c+/CD274,-0.0,0.19993
23588,P1:21812,27+31-95-127+244+RA-,DPT,-0.0,0.881551
23589,P1:3185,27+28-31+57-127-244-,CD4,-0.0,0.0175304
23590,P1:9820,27+28+31+57-95+244-,CD8,-0.0,0.0377472
23591,P1:7835,27-28-57+95-127+244-RA-,CD8,-0.0,0.912511
23592,P1:25086,28-31+57+95+127-RA+,DPT,0.0,0.587961
23593,P1:11345,27-57-95-127+244+,CD8,-0.0,0.599555
23594,P2:20797,25-39-127+DR-RO-,DPT,0.0,0.0382414
23595,P5 gd:832,8+27-28+R5+R7+,CD3 T/VD1,-0.0,0.480214
23596,P1:1207,27+28+95+127-244-RA-,CD4,-0.0,0.4237
23597,P4:3689,337-158b+,16+56,-0.0,0.222712
23598,P1:3114,27-31-95-127-244-,CD4,0.0,0.649597
23599,P1:10908,28+31-57+95-127-244+,CD8,-0.0,0.316578
23600,P2:25672,25-38-39-DR-PD1+RO+,DPT,0.0,0.258798
23601,P1:25259,27-31-57-95+RA+,DPT,0.0,0.167372
23602,P4:2748,CD2-337-R7-,16+56,-0.0,0.0902005
23603,P2:5507,38+39+73-127-PD1-RO+,CD4,-0.0,0.916426
23604,P3:5274,161-PD1+R4+R10+XR3+XR5-,CD8/Memory,0.0,0.00808497
23605,P2:2771,25-38+39-73+PD1+RO-,CD4,0.0,0.837856
23606,P2:26123,25-38+39+73-DR+PD1+RO+,DPT,-0.0,0.0104352
23607,P7 Mono:2445,11c-32+141-274-,Monocytes,-0.0,0.358119
23608,P2:11274,39+73-127+PD1+,CD8,-0.0,0.316671
23609,P3:2210,161+PD1-R6-XR5+,CD4/Memory,-0.0,0.943255
23610,P7 Mono:6244,16-32-64+274+DR+,Monocytes,0.0,0.434771
23611,P3:130,161-PD1-R4+R6-R10+XR3+XR5-,CD4/Memory,0.0,0.118684
23612,P2:2628,25+39+73+127+DR-PD1+RO-,CD4,0.0,0.87695
23613,P1:1212,31+95+127-244-RA-,CD4,-0.0,0.696353
23614,P1:22990,28-31+57-95-,DPT,-0.0,0.783804
23615,P2:23801,25+38-39+73-PD1+,DPT,0.0,0.415921
23616,P2:24689,25+39-73+127-DR+PD1-RO+,DPT,0.0,0.87981
23617,P4:4133,CD2-334-337-R7+,16+56,-0.0,0.155677
